-2.1014714	11.665718	-1.1630236	-2.7248945	-1.4077492	-1.8059075	-1.9201615	-1.0421433	-1.6559694	2.1439512	,1
1.4189041	-0.71055514	-5.0311117	-3.8338556	-2.592472	-2.3979776	0.17240393	-0.6920222	15.125666	-1.3581074	,8
2.9633827	9.392679	-4.00578	-2.4262066	-3.191123	-4.2849636	-0.41244388	-0.7764394	1.8717829	0.8635761	,1
-0.9222801	-5.5464315	0.57117593	3.6408398	-0.9774724	12.346066	-3.561682	-0.3327083	-2.2056808	-2.9795203	,5
-1.6532159	-0.7531693	-0.12499529	-0.24576622	-3.4241986	0.17917275	-1.7827868	-2.8450377	13.388269	-2.6828146	,8
-2.5564985	-3.3324528	8.457273	0.37024283	-1.1139946	1.9549186	1.9583852	-0.8215434	-1.3475711	-3.5482168	,2
3.9518194	-0.4787601	-2.093804	0.4444123	-4.6838756	-3.4004364	-3.6528099	-4.686364	0.18249986	14.627272	,9
-4.32143	-0.64964366	-0.5181016	1.9038911	-4.2444534	-1.0217042	11.389587	-2.0543928	1.3860509	-1.7906711	,6
-3.7672606	-4.620982	-3.4431686	0.8760425	0.5724804	5.2903085	-0.28013176	8.99632	-2.793922	-0.80181915	,7
-1.0765965	9.930816	-3.546207	-1.3837237	-2.702818	-2.357577	-2.4466176	-0.8792273	0.49056703	3.9734075	,1
2.4386344	-4.0404177	13.541374	-1.6635199	1.0737913	-2.5614161	-0.2807656	-3.6853824	-4.7158737	-0.0285829	,2
0.09770644	13.501558	-2.56618	-1.5731981	-3.5685143	-2.294827	-2.3732913	-2.8780415	-1.5902249	3.2308445	,1
0.5198339	1.6650299	-1.071249	6.3007426	-2.9009087	1.7966161	-1.6598517	-3.1565633	-1.0724493	-0.45689815	,3
4.053151	3.3786914	-2.5477746	-3.0777617	-5.1012173	-3.3009439	-2.3190718	-2.3647873	-0.36894667	11.807009	,9
-0.81225187	1.7297623	-2.9302115	-4.1218615	-5.5814886	-2.5071273	0.80798024	-3.0513623	14.371464	2.2089345	,8
3.6378908	-2.897202	-0.974193	1.9234	0.9826856	2.523739	-1.5813705	-1.9362301	-1.3566968	-0.29139912	,4
-0.62308127	-0.042780116	0.8008139	1.2070525	-2.6950653	-0.6382695	-1.0261743	3.4964113	-0.1950656	-0.29683363	,7
0.69498086	-2.6065946	8.819278	0.8037917	-0.4320404	-0.76441836	-0.53671443	-2.2994943	-3.5795066	-0.07455553	,2
-1.5880989	-1.5080574	-1.0758889	7.6310606	-2.127974	3.9913743	1.8956006	-3.6935482	-1.2894804	-2.2388873	,3
-4.8048406	-1.2609056	-2.961369	-2.5304408	1.2556245	1.2811391	-2.1215148	12.508682	-1.6878061	0.3591178	,7
-7.790223	-3.896838	0.33108962	5.105397	-1.6039927	12.315872	1.8084753	1.1405771	-2.984342	-4.409378	,5
-2.720056	10.221132	-3.1052215	1.7182134	-2.6278396	-0.55242455	-0.882899	-1.0044053	-2.7612123	1.6728225	,1
-1.0626626	-0.27136454	1.4052958	4.4350233	-3.052193	2.623434	3.7378464	-2.3052258	-2.9636707	-2.5448399	,6
-0.7521851	-0.46119562	-4.030383	-3.1917994	-2.9850237	-2.4945016	-0.8902824	-1.4502769	16.214699	0.15303257	,8
-3.0150747	-2.9811835	-0.6745957	-0.762794	8.954237	2.2138195	-2.1811948	4.32942	-3.0839143	-2.7803879	,4
-1.9554088	-0.057599552	-1.2962589	9.56589	0.31120765	4.410797	-4.2711196	-0.76049167	-4.395816	-1.6035484	,3
-0.9534359	-2.169712	2.1128495	-1.1926767	-2.4818602	-0.85206926	15.594437	-4.624676	-2.6139452	-2.6844172	,6
1.6155553	3.7115717	-2.05352	-2.4617345	-3.187866	-1.9935782	-2.640891	-2.1826022	-2.6250272	11.960802	,9
-6.909318	-3.160812	4.4668193	3.655713	1.8194554	3.8988564	3.5564337	-0.96056736	-4.1021967	-2.2499897	,6
-1.6892161	-2.650511	4.2818556	1.4439659	0.4540376	-0.30203003	1.4431132	-1.0876096	0.80033916	-2.6892319	,5
-3.5502267	9.958993	-4.86166	-0.36169747	-2.8467813	-0.8306007	0.9413701	-1.1118476	-1.4678473	4.1633186	,1
-1.0994289	6.8755083	-1.9040468	2.702368	-4.069156	-1.018779	0.75146365	-4.435643	4.0159516	-1.8534966	,1
10.699232	-1.4315212	2.2037039	-1.9283413	-1.1543406	-5.6296473	-1.9716799	-1.382655	1.116722	-0.47794044	,0
0.97632533	-4.164307	0.68518806	-0.63512886	3.7483692	1.693983	-4.0472865	4.9168262	-2.3683658	-0.782621	,5
-0.51147044	10.389062	-3.8901935	2.975936	-2.5794215	-0.5905518	-1.4898641	-2.4237692	-3.316108	1.4049824	,1
-0.2596296	7.7359905	-2.4381552	-3.4229689	-3.710765	-3.1524596	-2.7500505	-2.1294746	-0.9199555	11.163266	,9
-0.1907855	-0.89460963	-0.14469986	-0.22345781	-4.451255	-0.087976545	-3.6692717	-2.7935946	13.595691	-1.0939739	,8
2.081736	-2.4364805	4.259006	1.0086117	-0.55420893	1.806453	-1.0606227	1.6619546	-6.2885695	-0.4691502	,7
2.0500364	-4.1538024	0.39963078	13.089689	-1.4271402	1.151792	-1.6391926	-4.861355	-0.644506	-3.9829986	,3
