-1.7143489	8.217405	0.21256402	-1.0144044	-1.5835642	-1.2757812	-0.07935319	-1.3692222	-1.3750358	0.010000825	,1
-0.3997143	-1.3721836	-1.6655111	-0.12814912	-2.0083234	-0.70448434	-0.9658692	-0.8908529	9.181656	-0.99739563	,8
3.5822945	4.94494	-0.92630875	-1.5879447	-1.2523723	-1.9187174	-3.7407799	-0.4145471	-0.9100704	2.2325954	,1
-1.9409251	-1.9307308	-0.96569884	1.4893508	-0.02772237	10.26049	-1.4659204	0.2845714	-3.273038	-2.3657827	,5
-0.17537251	-1.8686316	-1.0399508	-0.48039	-1.8911209	-0.5188574	-1.4212475	-0.57736677	9.13437	-1.1125305	,8
-1.0419395	-2.3795984	7.393759	-0.10919216	-0.6162628	0.69449675	1.0573876	-2.2091146	-0.68050575	-2.070919	,2
0.20525241	0.12078714	-1.2509198	0.05166322	-2.2623796	-2.2014227	-0.89418846	-1.148464	-0.852304	8.256291	,9
-1.4048007	-1.1198663	1.5682911	-0.45829126	-1.8148184	-1.09279	8.36751	-1.895422	-1.4366347	-0.62738836	,6
-2.5204136	-2.3727808	-2.8938413	0.6806394	-0.95107394	4.331276	-1.0166892	8.102575	-1.370719	-1.9531621	,7
-1.3242527	8.104988	-0.67675257	-0.7761911	-1.1585424	-1.7406952	-1.6170056	-1.8692701	-0.22574794	1.2996075	,1
-0.2984135	-1.739774	8.631271	0.3199309	-0.04771313	-0.17824686	-0.4326676	-1.5625933	-2.291532	-2.3797154	,2
0.12944141	7.0931745	-0.9062599	-0.28968066	-1.8189585	-0.7020465	-1.3240428	-1.6645358	-1.2883885	0.7914927	,1
-0.7176305	-3.0209384	1.1569517	8.832357	-1.4991784	1.5933638	0.15657341	-2.323658	-1.8352308	-2.3260467	,3
1.5655735	0.7074503	-1.8504577	-0.90551674	-2.3563962	-2.47958	-2.2951589	-2.2882237	0.115213126	9.817401	,9
-0.06927924	-1.1886847	-0.48452917	-0.16400166	-2.6725116	-0.6521388	-1.6633422	-1.3339062	9.711777	-1.436205	,8
5.441635	-2.4877133	-0.08993013	-0.1609866	0.46792424	0.3748232	-0.8991781	-2.2713363	-0.40146828	0.06624724	,4
-2.1584296	-0.54604757	0.4547717	1.2274688	-1.54857	-1.3481464	-2.2312756	8.222563	-1.7367601	-0.33434147	,7
-1.040333	-0.8437319	8.731516	0.6690048	0.008018196	-0.80373013	-1.4567432	-1.3327854	-2.19201	-1.7282903	,2
-0.51329404	-3.0785322	-0.13650581	9.731462	-1.7689807	1.8759947	1.3904256	-2.3498197	-2.7667422	-2.3561692	,3
-0.740294	-2.4001658	-0.8742492	-0.8521309	-0.49702513	0.4520073	-1.7637098	9.793987	-1.6588554	-1.4399576	,7
-0.9414522	-2.356599	-0.5142907	0.5467427	-0.6314062	10.325922	-1.4729929	-0.2870533	-2.3273473	-2.267844	,5
-1.3412368	8.617537	-1.1904383	-1.0974989	-1.3572922	-0.57669353	-1.8156953	-2.2343404	-0.43576503	1.4562418	,1
0.32011846	-2.427472	-1.5190982	2.5557563	-1.8291347	1.7225796	7.615116	-2.7643023	-1.705729	-1.8775597	,6
-0.49910474	-1.1211226	-1.6118786	-0.50106865	-2.2631311	-0.8883488	-0.23891565	-2.4318573	10.240664	-0.6217583	,8
